# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2591       7.948844515802e-12       4.079192344457e-13      -6.606677916648e-13       0.000000000000e+00       1.282621636213e-16       2.845194147536e-17      -2.633949981614e-18 
 2592       7.946563092165e-12       4.065189185356e-13      -6.644056859916e-13       0.000000000000e+00       1.280571230896e-16       2.842792004098e-17      -2.610167328262e-18 
 2593       7.944504555112e-12       4.050858814628e-13      -6.680456609467e-13       0.000000000000e+00       1.278524772118e-16       2.840260475694e-17      -2.585787316306e-18 
 2594       7.942662227974e-12       4.036204497230e-13      -6.715856753413e-13       0.000000000000e+00       1.276482246519e-16       2.837596574197e-17      -2.560807616762e-18 
 2595       7.941028917573e-12       4.021231827801e-13      -6.750249500262e-13       0.000000000000e+00       1.274443646812e-16       2.834803981682e-17      -2.535263169023e-18 
 2596       7.939597283596e-12       4.005946999808e-13      -6.783630211953e-13       0.000000000000e+00       1.272408967189e-16       2.831888063233e-17      -2.509198348571e-18 
 2597       7.938359961962e-12       3.990356227410e-13      -6.815994241689e-13       0.000000000000e+00       1.270378201790e-16       2.828854201133e-17      -2.482657670510e-18 
 2598       7.937309564800e-12       3.974465745488e-13      -6.847336933939e-13       0.000000000000e+00       1.268351344701e-16       2.825707794881e-17      -2.455685789705e-18 
 2599       7.936438680420e-12       3.958281809656e-13      -6.877653624422e-13       0.000000000000e+00       1.266328389952e-16       2.822454261208e-17      -2.428327500915e-18 
 2600       7.935739873298e-12       3.941810696287e-13      -6.906939640105e-13       0.000000000000e+00       1.264309331523e-16       2.819099034094e-17      -2.400627738930e-18 
 2601       7.935205684047e-12       3.925058702531e-13      -6.935190299199e-13       0.000000000000e+00       1.262294163338e-16       2.815647564787e-17      -2.372631578704e-18 
 2602       7.934828629392e-12       3.908032146338e-13      -6.962400911145e-13       0.000000000000e+00       1.260282879268e-16       2.812105321815e-17      -2.344384235493e-18 
 2603       7.934601202156e-12       3.890737366474e-13      -6.988566776614e-13       0.000000000000e+00       1.258275473130e-16       2.808477791008e-17      -2.315931064988e-18 
 2604       7.934515871226e-12       3.873180722549e-13      -7.013683187499e-13       0.000000000000e+00       1.256271938686e-16       2.804770475511e-17      -2.287317563454e-18 
 2605       7.934565081535e-12       3.855368595026e-13      -7.037745426906e-13       0.000000000000e+00       1.254272269645e-16       2.800988895802e-17      -2.258589367859e-18 
 2606       7.934741254041e-12       3.837307385254e-13      -7.060748769149e-13       0.000000000000e+00       1.252276459662e-16       2.797138589709e-17      -2.229792256016e-18 
 2607       7.935036785698e-12       3.819003515479e-13      -7.082688479743e-13       0.000000000000e+00       1.250284502339e-16       2.793225112427e-17      -2.200972146713e-18 
 2608       7.935444049437e-12       3.800463428868e-13      -7.103559815399e-13       0.000000000000e+00       1.248296391221e-16       2.789254036533e-17      -2.172175099853e-18 
 2609       7.935955394140e-12       3.781693589532e-13      -7.123358024017e-13       0.000000000000e+00       1.246312119800e-16       2.785230952007e-17      -2.143447316584e-18 
 2610       7.936563144621e-12       3.762700482540e-13      -7.142078344675e-13       0.000000000000e+00       1.244331681516e-16       2.781161466244e-17      -2.114835139440e-18 
 2611       7.937259601598e-12       3.743490613946e-13      -7.159716007628e-13       0.000000000000e+00       1.242355069750e-16       2.777051204071e-17      -2.086385052471e-18 
 2612       7.938037041671e-12       3.724070510804e-13      -7.176266234301e-13       0.000000000000e+00       1.240382277832e-16       2.772905807769e-17      -2.058143681384e-18 
 2613       7.938887717300e-12       3.704446721195e-13      -7.191724237278e-13       0.000000000000e+00       1.238413299036e-16       2.768730937084e-17      -2.030157793671e-18 
 2614       7.939803856783e-12       3.684625814238e-13      -7.206085220300e-13       0.000000000000e+00       1.236448126583e-16       2.764532269246e-17      -2.002474298753e-18 
 2615       7.940777664227e-12       3.664614380121e-13      -7.219344378256e-13       0.000000000000e+00       1.234486753638e-16       2.760315498986e-17      -1.975140248108e-18 
 2616       7.941801319533e-12       3.644419030113e-13      -7.231496897176e-13       0.000000000000e+00       1.232529173310e-16       2.756086338554e-17      -1.948202835408e-18 
 2617       7.942866978365e-12       3.624046396588e-13      -7.242537954226e-13       0.000000000000e+00       1.230575378657e-16       2.751850517731e-17      -1.921709396659e-18 
 2618       7.943966772132e-12       3.603503133047e-13      -7.252462717702e-13       0.000000000000e+00       1.228625362678e-16       2.747613783852e-17      -1.895707410329e-18 
 2619       7.945092807962e-12       3.582795914134e-13      -7.261266347021e-13       0.000000000000e+00       1.226679118319e-16       2.743381901819e-17      -1.870244497490e-18 
 2620       7.946237168679e-12       3.561931435661e-13      -7.268943992715e-13       0.000000000000e+00       1.224736638472e-16       2.739160654117e-17      -1.845368421948e-18 
 2621       7.947391912783e-12       3.540916414626e-13      -7.275490796427e-13       0.000000000000e+00       1.222797915973e-16       2.734955840835e-17      -1.821127090382e-18 
 2622       7.948549074421e-12       3.519757589233e-13      -7.280901890901e-13       0.000000000000e+00       1.220862943601e-16       2.730773279678e-17      -1.797568552476e-18 
 2623       7.949700663368e-12       3.498461718913e-13      -7.285172399976e-13       0.000000000000e+00       1.218931714083e-16       2.726618805987e-17      -1.774741001060e-18 
 2624       7.950838665003e-12       3.477035584345e-13      -7.288297438582e-13       0.000000000000e+00       1.217004220089e-16       2.722498272753e-17      -1.752692772238e-18 
 2625       7.951955040285e-12       3.455485987478e-13      -7.290272112730e-13       0.000000000000e+00       1.215080454234e-16       2.718417550638e-17      -1.731472345527e-18 
 2626       7.953041725730e-12       3.433819751547e-13      -7.291091519509e-13       0.000000000000e+00       1.213160409077e-16       2.714382527988e-17      -1.711128343995e-18 
 2627       7.954090633388e-12       3.412043721096e-13      -7.290750747076e-13       0.000000000000e+00       1.211244077123e-16       2.710399110848e-17      -1.691709534390e-18 
 2628       7.955093650819e-12       3.390164762000e-13      -7.289244874650e-13       0.000000000000e+00       1.209331450820e-16       2.706473222988e-17      -1.673264827281e-18 
 2629       7.956042641071e-12       3.368189761483e-13      -7.286568972508e-13       0.000000000000e+00       1.207422522562e-16       2.702610805907e-17      -1.655843277191e-18 
 2630       7.956929442656e-12       3.346125628139e-13      -7.282718101977e-13       0.000000000000e+00       1.205517284685e-16       2.698817818859e-17      -1.639494082731e-18 
 2631       7.957745869526e-12       3.323979291951e-13      -7.277687315424e-13       0.000000000000e+00       1.203615729472e-16       2.695100238869e-17      -1.624266586738e-18 
 2632       7.958483711052e-12       3.301757704317e-13      -7.271471656255e-13       0.000000000000e+00       1.201717849148e-16       2.691464060745e-17      -1.610210276408e-18 
 2633       7.959135321890e-12       3.279467681870e-13      -7.264068877164e-13       0.000000000000e+00       1.199823636059e-16       2.687913483888e-17      -1.597353808999e-18 
 2634       7.959695395230e-12       3.257115436978e-13      -7.255487611414e-13       0.000000000000e+00       1.197933083199e-16       2.684445461667e-17      -1.585641961209e-18 
 2635       7.960159199363e-12       3.234707044675e-13      -7.245739246992e-13       0.000000000000e+00       1.196046183684e-16       2.681055121761e-17      -1.574998329405e-18 
 2636       7.960521988672e-12       3.212248598637e-13      -7.234835212513e-13       0.000000000000e+00       1.194162930578e-16       2.677737576604e-17      -1.565346271975e-18 
 2637       7.960779003622e-12       3.189746211201e-13      -7.222786977261e-13       0.000000000000e+00       1.192283316891e-16       2.674487923369e-17      -1.556608909109e-18 
 2638       7.960925470744e-12       3.167206013379e-13      -7.209606051235e-13       0.000000000000e+00       1.190407335581e-16       2.671301243953e-17      -1.548709122566e-18 
 2639       7.960956602620e-12       3.144634154879e-13      -7.195303985183e-13       0.000000000000e+00       1.188534979553e-16       2.668172604964e-17      -1.541569555449e-18 
 2640       7.960867597875e-12       3.122036804120e-13      -7.179892370645e-13       0.000000000000e+00       1.186666241657e-16       2.665097057705e-17      -1.535112611976e-18 
 2641       7.960653641161e-12       3.099420148253e-13      -7.163382839993e-13       0.000000000000e+00       1.184801114694e-16       2.662069638158e-17      -1.529260457253e-18 
 2642       7.960309903144e-12       3.076790393174e-13      -7.145787066473e-13       0.000000000000e+00       1.182939591407e-16       2.659085366975e-17      -1.523935017046e-18 
 2643       7.959831540491e-12       3.054153763549e-13      -7.127116764245e-13       0.000000000000e+00       1.181081664488e-16       2.656139249457e-17      -1.519057977554e-18 
 2644       7.959213695858e-12       3.031516502824e-13      -7.107383688419e-13       0.000000000000e+00       1.179227326577e-16       2.653226275541e-17      -1.514550785182e-18 
 2645       7.958451497875e-12       3.008884873245e-13      -7.086599635103e-13       0.000000000000e+00       1.177376570259e-16       2.650341419788e-17      -1.510334646311e-18 
 2646       7.957540061136e-12       2.986265155881e-13      -7.064776441437e-13       0.000000000000e+00       1.175529388065e-16       2.647479641367e-17      -1.506330527073e-18 
 2647       7.956474486182e-12       2.963663650634e-13      -7.041925985639e-13       0.000000000000e+00       1.173685772473e-16       2.644635884040e-17      -1.502459153121e-18 
 2648       7.955249859492e-12       2.941086676261e-13      -7.018060187038e-13       0.000000000000e+00       1.171845715908e-16       2.641805076145e-17      -1.498641009404e-18 
 2649       7.953861253466e-12       2.918540570391e-13      -6.993191006122e-13       0.000000000000e+00       1.170009210742e-16       2.638982130588e-17      -1.494796339937e-18 
 2650       7.952303726416e-12       2.896031689543e-13      -6.967330444575e-13       0.000000000000e+00       1.168176249291e-16       2.636161944821e-17      -1.490845147574e-18 
 2651       7.950572322550e-12       2.873566409144e-13      -6.940490545317e-13       0.000000000000e+00       1.166346823819e-16       2.633339400832e-17      -1.486707193784e-18 
 2652       7.948662071959e-12       2.851151123545e-13      -6.912683392546e-13       0.000000000000e+00       1.164520926535e-16       2.630509365130e-17      -1.482301998416e-18 
 2653       7.946567990606e-12       2.828792246038e-13      -6.883921111776e-13       0.000000000000e+00       1.162698549596e-16       2.627666688727e-17      -1.477548839479e-18 
 2654       7.944285080311e-12       2.806496208880e-13      -6.854215869880e-13       0.000000000000e+00       1.160879685103e-16       2.624806207129e-17      -1.472366752908e-18 
 2655       7.941808328739e-12       2.784269463303e-13      -6.823579875131e-13       0.000000000000e+00       1.159064325104e-16       2.621922740315e-17      -1.466674532342e-18 
 2656       7.939132709387e-12       2.762118479536e-13      -6.792025377239e-13       0.000000000000e+00       1.157252461593e-16       2.619011092729e-17      -1.460390728893e-18 
 2657       7.936253181571e-12       2.740049746821e-13      -6.759564667393e-13       0.000000000000e+00       1.155444086509e-16       2.616066053259e-17      -1.453433650919e-18 
 2658       7.933164690411e-12       2.718069773432e-13      -6.726210078303e-13       0.000000000000e+00       1.153639191738e-16       2.613082395227e-17      -1.445721363795e-18 
 2659       7.929862166820e-12       2.696185086692e-13      -6.691973984239e-13       0.000000000000e+00       1.151837769110e-16       2.610054876372e-17      -1.437171689690e-18 
 2660       7.926340527491e-12       2.674402232991e-13      -6.656868801071e-13       0.000000000000e+00       1.150039810404e-16       2.606978238839e-17      -1.427702207335e-18 
 2661       7.922594674884e-12       2.652727777804e-13      -6.620906986312e-13       0.000000000000e+00       1.148245307340e-16       2.603847209157e-17      -1.417230251796e-18 
