# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1576       6.052432837669e-11       2.836454532685e-12       7.263165045915e-13       0.000000000000e+00       9.720534884012e-16       1.748389561176e-16       4.158598106804e-17 
 1577       6.017779634624e-11       2.848381774108e-12       6.745544390106e-13       0.000000000000e+00       9.695921628603e-16       1.728512971831e-16       4.171147831301e-17 
 1578       5.983654897374e-11       2.859992551819e-12       6.218981440457e-13       0.000000000000e+00       9.671384215499e-16       1.708376030674e-16       4.183189805403e-17 
 1579       5.950067716588e-11       2.871279248563e-12       5.683711707599e-13       0.000000000000e+00       9.646922284467e-16       1.687953893139e-16       4.194724722924e-17 
 1580       5.917025713903e-11       2.882235242858e-12       5.139976275293e-13       0.000000000000e+00       9.622535500319e-16       1.667228252850e-16       4.205753528166e-17 
 1581       5.884530507241e-11       2.892858008038e-12       4.588034636232e-13       0.000000000000e+00       9.598223639459e-16       1.646207391343e-16       4.216278136580e-17 
 1582       5.852582203613e-11       2.903146041801e-12       4.028151979323e-13       0.000000000000e+00       9.573986504124e-16       1.624906313596e-16       4.226300720817e-17 
 1583       5.821180901787e-11       2.913097839254e-12       3.460594939298e-13       0.000000000000e+00       9.549823893696e-16       1.603340104176e-16       4.235823471958e-17 
 1584       5.790326692264e-11       2.922711892915e-12       2.885631599055e-13       0.000000000000e+00       9.525735604691e-16       1.581523927370e-16       4.244848599552e-17 
 1585       5.760019657264e-11       2.931986692707e-12       2.303531491990e-13       0.000000000000e+00       9.501721430761e-16       1.559473027314e-16       4.253378331641e-17 
 1586       5.730259870706e-11       2.940920725961e-12       1.714565604331e-13       0.000000000000e+00       9.477781162682e-16       1.537202728116e-16       4.261414914800e-17 
 1587       5.701047398193e-11       2.949512477412e-12       1.119006377476e-13       0.000000000000e+00       9.453914588352e-16       1.514728433986e-16       4.268960614166e-17 
 1588       5.672382296991e-11       2.957760429198e-12       5.171277103253e-14       0.000000000000e+00       9.430121492784e-16       1.492065629365e-16       4.276017713475e-17 
 1589       5.644264616012e-11       2.965663060859e-12      -9.079503838082e-15       0.000000000000e+00       9.406401658098e-16       1.469229879049e-16       4.282588515089e-17 
 1590       5.616694395797e-11       2.973218849335e-12      -7.044850477296e-14       0.000000000000e+00       9.382754863521e-16       1.446236828319e-16       4.288675340036e-17 
 1591       5.589671668498e-11       2.980426268966e-12      -1.323664032299e-13       0.000000000000e+00       9.359180885375e-16       1.423102203068e-16       4.294280528038e-17 
 1592       5.563196457859e-11       2.987283791488e-12      -1.948052239825e-13       0.000000000000e+00       9.335679497076e-16       1.399841809928e-16       4.299406437546e-17 
 1593       5.537268779199e-11       2.993789886035e-12      -2.577368448863e-13       0.000000000000e+00       9.312250469125e-16       1.376471536400e-16       4.304055445773e-17 
 1594       5.511888639392e-11       2.999943019135e-12      -3.211329966456e-13       0.000000000000e+00       9.288893569105e-16       1.353007350976e-16       4.308229948727e-17 
 1595       5.487056036854e-11       3.005741654709e-12      -3.849652625797e-13       0.000000000000e+00       9.265608561672e-16       1.329465303272e-16       4.311932361244e-17 
 1596       5.462770961521e-11       3.011184254070e-12      -4.492050783899e-13       0.000000000000e+00       9.242395208552e-16       1.305861524152e-16       4.315165117021e-17 
 1597       5.439033394829e-11       3.016269275923e-12      -5.138237319251e-13       0.000000000000e+00       9.219253268537e-16       1.282212225860e-16       4.317930668648e-17 
 1598       5.415843309703e-11       3.020995176360e-12      -5.787923629493e-13       0.000000000000e+00       9.196182497472e-16       1.258533702140e-16       4.320231487645e-17 
 1599       5.393200670534e-11       3.025360408862e-12      -6.440819629074e-13       0.000000000000e+00       9.173182648259e-16       1.234842328371e-16       4.322070064490e-17 
 1600       5.371105433162e-11       3.029363424296e-12      -7.096633746920e-13       0.000000000000e+00       9.150253470842e-16       1.211154561691e-16       4.323448908654e-17 
 1601       5.349557544859e-11       3.033002670914e-12      -7.755072924098e-13       0.000000000000e+00       9.127394712208e-16       1.187486941124e-16       4.324370548636e-17 
 1602       5.328556944309e-11       3.036276594352e-12      -8.415842611481e-13       0.000000000000e+00       9.104606116378e-16       1.163856087709e-16       4.324837531994e-17 
 1603       5.308103561593e-11       3.039183637628e-12      -9.078646767416e-13       0.000000000000e+00       9.081887424403e-16       1.140278704627e-16       4.324852425376e-17 
 1604       5.288197318170e-11       3.041722241139e-12      -9.743187855382e-13       0.000000000000e+00       9.059238374357e-16       1.116771577329e-16       4.324417814561e-17 
 1605       5.268838126858e-11       3.043890842665e-12      -1.040916684166e-12       0.000000000000e+00       9.036658701332e-16       1.093351573661e-16       4.323536304480e-17 
 1606       5.250025891816e-11       3.045687877359e-12      -1.107628319300e-12       0.000000000000e+00       9.014148137430e-16       1.070035643995e-16       4.322210519261e-17 
 1607       5.231760508530e-11       3.047111777754e-12      -1.174423487429e-12       0.000000000000e+00       8.991706411762e-16       1.046840821355e-16       4.320443102255e-17 
 1608       5.214041863789e-11       3.048160973759e-12      -1.241271834619e-12       0.000000000000e+00       8.969333250438e-16       1.023784221545e-16       4.318236716069e-17 
 1609       5.196869835671e-11       3.048833892652e-12      -1.308142856285e-12       0.000000000000e+00       8.947028376564e-16       1.000883043274e-16       4.315594042604e-17 
 1610       5.180244293525e-11       3.049128959088e-12      -1.375005896953e-12       0.000000000000e+00       8.924791510233e-16       9.781545682876e-17       4.312517783082e-17 
 1611       5.164165097951e-11       3.049044595090e-12      -1.441830150029e-12       0.000000000000e+00       8.902622368523e-16       9.556161614916e-17       4.309010658084e-17 
 1612       5.148632100785e-11       3.048579220053e-12      -1.508584657563e-12       0.000000000000e+00       8.880520665489e-16       9.332852710827e-17       4.305075407580e-17 
 1613       5.133645145079e-11       3.047731250737e-12      -1.575238310018e-12       0.000000000000e+00       8.858486112159e-16       9.111794286738e-17       4.300714790965e-17 
 1614       5.119204065084e-11       3.046499101270e-12      -1.641759846037e-12       0.000000000000e+00       8.836518416526e-16       8.893162494228e-17       4.295931587088e-17 
 1615       5.105308686229e-11       3.044881183147e-12      -1.708117852207e-12       0.000000000000e+00       8.814617283543e-16       8.677134321593e-17       4.290728594287e-17 
 1616       5.091958825110e-11       3.042875905223e-12      -1.774280762826e-12       0.000000000000e+00       8.792782415120e-16       8.463887595125e-17       4.285108630425e-17 
 1617       5.079154289464e-11       3.040481673720e-12      -1.840216859670e-12       0.000000000000e+00       8.771013510113e-16       8.253600980388e-17       4.279074532918e-17 
 1618       5.066894878158e-11       3.037696892216e-12      -1.905894271762e-12       0.000000000000e+00       8.749310264325e-16       8.046453983489e-17       4.272629158771e-17 
 1619       5.055179381980e-11       3.034520833094e-12      -1.971283252698e-12       0.000000000000e+00       8.727672394204e-16       7.842593881384e-17       4.265775444919e-17 
 1620       5.044002576189e-11       3.030956260462e-12      -2.036363035623e-12       0.000000000000e+00       8.706099708212e-16       7.642036183411e-17       4.258516589778e-17 
 1621       5.033358200753e-11       3.027006830928e-12      -2.101115039736e-12       0.000000000000e+00       8.684592036095e-16       7.444763272842e-17       4.250855873398e-17 
 1622       5.023239957009e-11       3.022676224348e-12      -2.165520598217e-12       0.000000000000e+00       8.663149205222e-16       7.250757395996e-17       4.242796597345e-17 
 1623       5.013641507599e-11       3.017968143863e-12      -2.229560958098e-12       0.000000000000e+00       8.641771040581e-16       7.060000661990e-17       4.234342084730e-17 
 1624       5.004556476402e-11       3.012886315940e-12      -2.293217280137e-12       0.000000000000e+00       8.620457364779e-16       6.872475042511e-17       4.225495680251e-17 
 1625       4.995978448478e-11       3.007434490408e-12      -2.356470638680e-12       0.000000000000e+00       8.599207998032e-16       6.688162371571e-17       4.216260750224e-17 
 1626       4.987900969995e-11       3.001616440496e-12      -2.419302021544e-12       0.000000000000e+00       8.578022758162e-16       6.507044345272e-17       4.206640682621e-17 
 1627       4.980317548175e-11       2.995435962876e-12      -2.481692329875e-12       0.000000000000e+00       8.556901460594e-16       6.329102521565e-17       4.196638887107e-17 
 1628       4.973221651224e-11       2.988896877696e-12      -2.543622378029e-12       0.000000000000e+00       8.535843918350e-16       6.154318320019e-17       4.186258795073e-17 
 1629       4.966606708268e-11       2.982003028621e-12      -2.605072893438e-12       0.000000000000e+00       8.514849942043e-16       5.982673021573e-17       4.175503859676e-17 
 1630       4.960466109296e-11       2.974758282874e-12      -2.666024516478e-12       0.000000000000e+00       8.493919339876e-16       5.814147768306e-17       4.164377555868e-17 
 1631       4.954793205088e-11       2.967166531268e-12      -2.726457800348e-12       0.000000000000e+00       8.473051917633e-16       5.648723563196e-17       4.152883380439e-17 
 1632       4.949581307157e-11       2.959231688250e-12      -2.786353210931e-12       0.000000000000e+00       8.452247478678e-16       5.486381269881e-17       4.141024852049e-17 
 1633       4.944823687684e-11       2.950957691938e-12      -2.845691126672e-12       0.000000000000e+00       8.431505823949e-16       5.327101612424e-17       4.128805511265e-17 
 1634       4.940513579452e-11       2.942348504159e-12      -2.904451838445e-12       0.000000000000e+00       8.410826751953e-16       5.170865175072e-17       4.116228920595e-17 
 1635       4.936644175787e-11       2.933408110487e-12      -2.962615549425e-12       0.000000000000e+00       8.390210058760e-16       5.017652402017e-17       4.103298664527e-17 
 1636       4.933208630491e-11       2.924140520282e-12      -3.020162374960e-12       0.000000000000e+00       8.369655538003e-16       4.867443597163e-17       4.090018349563e-17 
 1637       4.930200057778e-11       2.914549766730e-12      -3.077072342436e-12       0.000000000000e+00       8.349162980868e-16       4.720218923883e-17       4.076391604254e-17 
 1638       4.927611532213e-11       2.904639906879e-12      -3.133325391157e-12       0.000000000000e+00       8.328732176092e-16       4.575958404785e-17       4.062422079236e-17 
 1639       4.925436088645e-11       2.894415021677e-12      -3.188901372206e-12       0.000000000000e+00       8.308362909960e-16       4.434641921470e-17       4.048113447268e-17 
 1640       4.923666722148e-11       2.883879216016e-12      -3.243780048324e-12       0.000000000000e+00       8.288054966297e-16       4.296249214295e-17       4.033469403267e-17 
 1641       4.922296387952e-11       2.873036618761e-12      -3.297941093774e-12       0.000000000000e+00       8.267808126464e-16       4.160759882139e-17       4.018493664341e-17 
 1642       4.921318001385e-11       2.861891382799e-12      -3.351364094217e-12       0.000000000000e+00       8.247622169356e-16       4.028153382158e-17       4.003189969829e-17 
 1643       4.920724437803e-11       2.850447685070e-12      -3.404028546579e-12       0.000000000000e+00       8.227496871394e-16       3.898409029555e-17       3.987562081333e-17 
 1644       4.920508532532e-11       2.838709726606e-12      -3.455913858923e-12       0.000000000000e+00       8.207432006522e-16       3.771505997333e-17       3.971613782758e-17 
 1645       4.920663080802e-11       2.826681732574e-12      -3.506999350320e-12       0.000000000000e+00       8.187427346205e-16       3.647423316066e-17       3.955348880343e-17 
 1646       4.921180837682e-11       2.814367952312e-12      -3.557264250721e-12       0.000000000000e+00       8.167482659417e-16       3.526139873654e-17       3.938771202701e-17 
 1647       4.922054518021e-11       2.801772659364e-12      -3.606687700823e-12       0.000000000000e+00       8.147597712645e-16       3.407634415088e-17       3.921884600853e-17 
 1648       4.923276796378e-11       2.788900151525e-12      -3.655248751946e-12       0.000000000000e+00       8.127772269879e-16       3.291885542213e-17       3.904692948263e-17 
 1649       4.924840306964e-11       2.775754750875e-12      -3.702926365900e-12       0.000000000000e+00       8.108006092607e-16       3.178871713486e-17       3.887200140875e-17 
 1650       4.926737643575e-11       2.762340803818e-12      -3.749699414854e-12       0.000000000000e+00       8.088298939814e-16       3.068571243743e-17       3.869410097150e-17 
 1651       4.928961359528e-11       2.748662681121e-12      -3.795546681212e-12       0.000000000000e+00       8.068650567977e-16       2.960962303957e-17       3.851326758099e-17 
 1652       4.931503967603e-11       2.734724777953e-12      -3.840446857478e-12       0.000000000000e+00       8.049060731054e-16       2.856022921002e-17       3.832954087321e-17 
 1653       4.934357939970e-11       2.720531513923e-12      -3.884378546133e-12       0.000000000000e+00       8.029529180490e-16       2.753730977415e-17       3.814296071037e-17 
 1654       4.937515708135e-11       2.706087333119e-12      -3.927320259497e-12       0.000000000000e+00       8.010055665201e-16       2.654064211156e-17       3.795356718129e-17 
 1655       4.940969662869e-11       2.691396704145e-12      -3.969250419611e-12       0.000000000000e+00       7.990639931578e-16       2.557000215372e-17       3.776140060170e-17 
 1656       4.944712154149e-11       2.676464120159e-12      -4.010147358095e-12       0.000000000000e+00       7.971281723480e-16       2.462516438159e-17       3.756650151468e-17 
 1657       4.948735491092e-11       2.661294098916e-12      -4.049989316031e-12       0.000000000000e+00       7.951980782226e-16       2.370590182323e-17       3.736891069094e-17 
 1658       4.953031895691e-11       2.645891436700e-12      -4.088757776848e-12       0.000000000000e+00       7.932736866306e-16       2.281198169001e-17       3.716866751615e-17 
 1659       4.957593363709e-11       2.630261972506e-12      -4.126447497432e-12       0.000000000000e+00       7.913549810697e-16       2.194315224793e-17       3.696580513640e-17 
 1660       4.962411802432e-11       2.614411830683e-12      -4.163056565276e-12       0.000000000000e+00       7.894419468058e-16       2.109915582574e-17       3.676035527064e-17 
 1661       4.967479076691e-11       2.598347167689e-12      -4.198583073511e-12       0.000000000000e+00       7.875345689066e-16       2.027973316321e-17       3.655234982007e-17 
 1662       4.972787008796e-11       2.582074172149e-12      -4.233025120919e-12       0.000000000000e+00       7.856328322409e-16       1.948462340862e-17       3.634182086851e-17 
 1663       4.978327378475e-11       2.565599064899e-12      -4.266380811947e-12       0.000000000000e+00       7.837367214783e-16       1.871356411612e-17       3.612880068263e-17 
 1664       4.984091922801e-11       2.548928099038e-12      -4.298648256731e-12       0.000000000000e+00       7.818462210890e-16       1.796629124324e-17       3.591332171228e-17 
 1665       4.990072336134e-11       2.532067559977e-12      -4.329825571101e-12       0.000000000000e+00       7.799613153430e-16       1.724253914826e-17       3.569541659076e-17 
 1666       4.996260270048e-11       2.515023765487e-12      -4.359910876608e-12       0.000000000000e+00       7.780819883103e-16       1.654204058765e-17       3.547511813508e-17 
 1667       5.002647333273e-11       2.497803065750e-12      -4.388902300532e-12       0.000000000000e+00       7.762082238602e-16       1.586452671351e-17       3.525245934631e-17 
 1668       5.009225091621e-11       2.480411843412e-12      -4.416797975903e-12       0.000000000000e+00       7.743400056607e-16       1.520972707101e-17       3.502747340982e-17 
 1669       5.015985067928e-11       2.462856513624e-12      -4.443596041513e-12       0.000000000000e+00       7.724773171787e-16       1.457736959578e-17       3.480019369558e-17 
 1670       5.022918741984e-11       2.445143524099e-12      -4.469294641938e-12       0.000000000000e+00       7.706201416789e-16       1.396718061140e-17       3.457065375844e-17 
 1671       5.030017550468e-11       2.427279355160e-12      -4.493891927547e-12       0.000000000000e+00       7.687684622242e-16       1.337888482676e-17       3.433888733844e-17 
 1672       5.037272886885e-11       2.409270519786e-12      -4.517386054524e-12       0.000000000000e+00       7.669222616748e-16       1.281220533355e-17       3.410492836108e-17 
 1673       5.044676101494e-11       2.391123563667e-12      -4.539775184882e-12       0.000000000000e+00       7.650815226878e-16       1.226686360363e-17       3.386881093761e-17 
 1674       5.052218501251e-11       2.372845065249e-12      -4.561057486477e-12       0.000000000000e+00       7.632462277172e-16       1.174257948654e-17       3.363056936533e-17 
 1675       5.059891349735e-11       2.354441635785e-12      -4.581231133027e-12       0.000000000000e+00       7.614163590132e-16       1.123907120683e-17       3.339023812785e-17 
 1676       5.067685867090e-11       2.335919919387e-12      -4.600294304128e-12       0.000000000000e+00       7.595918986219e-16       1.075605536159e-17       3.314785189542e-17 
 1677       5.075593229953e-11       2.317286593069e-12      -4.618245185268e-12       0.000000000000e+00       7.577728283850e-16       1.029324691779e-17       3.290344552517e-17 
 1678       5.083604571392e-11       2.298548366806e-12      -4.635081967845e-12       0.000000000000e+00       7.559591299394e-16       9.850359209782e-18       3.265705406144e-17 
 1679       5.091710980838e-11       2.279711983575e-12      -4.650802849183e-12       0.000000000000e+00       7.541507847168e-16       9.427103936671e-18       3.240871273604e-17 
 1680       5.099903504024e-11       2.260784219409e-12      -4.665406032545e-12       0.000000000000e+00       7.523477739431e-16       9.023191159789e-18       3.215845696855e-17 
 1681       5.108173142911e-11       2.241771883445e-12      -4.678889727156e-12       0.000000000000e+00       7.505500786385e-16       8.638329300100e-18       3.190632236661e-17 
 1682       5.116510855632e-11       2.222681817975e-12      -4.691252148210e-12       0.000000000000e+00       7.487576796167e-16       8.272225135635e-18       3.165234472618e-17 
 1683       5.124907556420e-11       2.203520898493e-12      -4.702491516896e-12       0.000000000000e+00       7.469705574849e-16       7.924583798926e-18       3.139656003189e-17 
 1684       5.133354115544e-11       2.184296033749e-12      -4.712606060404e-12       0.000000000000e+00       7.451886926429e-16       7.595108774426e-18       3.113900445726e-17 
 1685       5.141841359243e-11       2.165014165792e-12      -4.721594011950e-12       0.000000000000e+00       7.434120652831e-16       7.283501895950e-18       3.087971436503e-17 
 1686       5.150360069662e-11       2.145682270025e-12      -4.729453610786e-12       0.000000000000e+00       7.416406553903e-16       6.989463344093e-18       3.061872630742e-17 
 1687       5.158900984785e-11       2.126307355253e-12      -4.736183102220e-12       0.000000000000e+00       7.398744427408e-16       6.712691643669e-18       3.035607702645e-17 
 1688       5.167454798368e-11       2.106896463732e-12      -4.741780737629e-12       0.000000000000e+00       7.381134069024e-16       6.452883661134e-18       3.009180345420e-17 
 1689       5.176012159878e-11       2.087456671219e-12      -4.746244774478e-12       0.000000000000e+00       7.363575272338e-16       6.209734602018e-18       2.982594271311e-17 
 1690       5.184563674422e-11       2.067995087021e-12      -4.749573476333e-12       0.000000000000e+00       7.346067828846e-16       5.982938008353e-18       2.955853211626e-17 
 1691       5.193099902683e-11       2.048518854044e-12      -4.751765112880e-12       0.000000000000e+00       7.328611527943e-16       5.772185756105e-18       2.928960916769e-17 
 1692       5.201611360857e-11       2.029035148845e-12      -4.752817959940e-12       0.000000000000e+00       7.311206156926e-16       5.577168052603e-18       2.901921156262e-17 
 1693       5.210088520586e-11       2.009551181679e-12      -4.752730299485e-12       0.000000000000e+00       7.293851500986e-16       5.397573433963e-18       2.874737718781e-17 
 1694       5.218521808888e-11       1.990074196550e-12      -4.751500419654e-12       0.000000000000e+00       7.276547343204e-16       5.233088762525e-18       2.847414412181e-17 
 1695       5.226901608098e-11       1.970611471261e-12      -4.749126614769e-12       0.000000000000e+00       7.259293464549e-16       5.083399224279e-18       2.819955063526e-17 
 1696       5.235218255800e-11       1.951170317460e-12      -4.745607185352e-12       0.000000000000e+00       7.242089643876e-16       4.948188326292e-18       2.792363519115e-17 
 1697       5.243462798979e-11       1.931757682250e-12      -4.740942890077e-12       0.000000000000e+00       7.224935674391e-16       4.827135294938e-18       2.764643527055e-17 
 1698       5.251629263737e-11       1.912378949148e-12      -4.735144324722e-12       0.000000000000e+00       7.207831413231e-16       4.719907251200e-18       2.736798383789e-17 
 1699       5.259712405017e-11       1.893039126886e-12      -4.728224606869e-12       0.000000000000e+00       7.190776732307e-16       4.626166962783e-18       2.708831284577e-17 
 1700       5.267706954123e-11       1.873743246948e-12      -4.720196929862e-12       0.000000000000e+00       7.173771501866e-16       4.545575434518e-18       2.680745440699e-17 
 1701       5.275607618691e-11       1.854496363601e-12      -4.711074562922e-12       0.000000000000e+00       7.156815590486e-16       4.477791905684e-18       2.652544079486e-17 
 1702       5.283409082651e-11       1.835303553935e-12      -4.700870851267e-12       0.000000000000e+00       7.139908865076e-16       4.422473847329e-18       2.624230444336e-17 
 1703       5.291106006192e-11       1.816169917887e-12      -4.689599216231e-12       0.000000000000e+00       7.123051190870e-16       4.379276959591e-18       2.595807794744e-17 
 1704       5.298693025731e-11       1.797100578280e-12      -4.677273155382e-12       0.000000000000e+00       7.106242431425e-16       4.347855169018e-18       2.567279406323e-17 
 1705       5.306164753876e-11       1.778100680855e-12      -4.663906242637e-12       0.000000000000e+00       7.089482448620e-16       4.327860625892e-18       2.538648570831e-17 
 1706       5.313515779393e-11       1.759175394302e-12      -4.649512128383e-12       0.000000000000e+00       7.072771102648e-16       4.318943701548e-18       2.509918596188e-17 
 1707       5.320740667172e-11       1.740329910294e-12      -4.634104539598e-12       0.000000000000e+00       7.056108252020e-16       4.320752985694e-18       2.481092806508e-17 
 1708       5.327833958192e-11       1.721569443521e-12      -4.617697279964e-12       0.000000000000e+00       7.039493753554e-16       4.332935283736e-18       2.452174542119e-17 
 1709       5.334790169488e-11       1.702899231721e-12      -4.600304229985e-12       0.000000000000e+00       7.022927462377e-16       4.355135614095e-18       2.423167159586e-17 
 1710       5.341603794113e-11       1.684324535713e-12      -4.581939347113e-12       0.000000000000e+00       7.006409231921e-16       4.386997205532e-18       2.394074031736e-17 
 1711       5.348269301110e-11       1.665850639435e-12      -4.562616665856e-12       0.000000000000e+00       6.989938913919e-16       4.428161494465e-18       2.364898547683e-17 
 1712       5.354781135473e-11       1.647482849967e-12      -4.542350297903e-12       0.000000000000e+00       6.973516358403e-16       4.478268122294e-18       2.335644112851e-17 
 1713       5.361133718114e-11       1.629226497575e-12      -4.521154432241e-12       0.000000000000e+00       6.957141413700e-16       4.536954932722e-18       2.306314148997e-17 
 1714       5.367321445830e-11       1.611086935735e-12      -4.499043335271e-12       0.000000000000e+00       6.940813926429e-16       4.603857969070e-18       2.276912094236e-17 
 1715       5.373338691265e-11       1.593069541172e-12      -4.476031350929e-12       0.000000000000e+00       6.924533741499e-16       4.678611471609e-18       2.247441403065e-17 
 1716       5.379179802882e-11       1.575179713890e-12      -4.452132900802e-12       0.000000000000e+00       6.908300702104e-16       4.760847874869e-18       2.217905546385e-17 
 1717       5.384839104924e-11       1.557422877204e-12      -4.427362484248e-12       0.000000000000e+00       6.892114649722e-16       4.850197804971e-18       2.188308011528e-17 
 1718       5.390310897380e-11       1.539804477777e-12      -4.401734678511e-12       0.000000000000e+00       6.875975424111e-16       4.946290076941e-18       2.158652302279e-17 
 1719       5.395589455952e-11       1.522329985649e-12      -4.375264138846e-12       0.000000000000e+00       6.859882863303e-16       5.048751692035e-18       2.128941938899e-17 
 1720       5.400669032022e-11       1.505004894271e-12      -4.347965598628e-12       0.000000000000e+00       6.843836803608e-16       5.157207835056e-18       2.099180458151e-17 
 1721       5.405543852615e-11       1.487834720540e-12      -4.319853869479e-12       0.000000000000e+00       6.827837079603e-16       5.271281871682e-18       2.069371413324e-17 
 1722       5.410208120366e-11       1.470825004828e-12      -4.290943841380e-12       0.000000000000e+00       6.811883524136e-16       5.390595345778e-18       2.039518374253e-17 
 1723       5.414656013488e-11       1.453981311020e-12      -4.261250482792e-12       0.000000000000e+00       6.795975968315e-16       5.514767976728e-18       2.009624927349e-17 
 1724       5.418881685733e-11       1.437309226542e-12      -4.230788840775e-12       0.000000000000e+00       6.780114241514e-16       5.643417656745e-18       1.979694675617e-17 
 1725       5.422879266361e-11       1.420814362397e-12      -4.199574041101e-12       0.000000000000e+00       6.764298171361e-16       5.776160448201e-18       1.949731238683e-17 
 1726       5.426642860107e-11       1.404502353196e-12      -4.167621288382e-12       0.000000000000e+00       6.748527583743e-16       5.912610580943e-18       1.919738252819e-17 
 1727       5.430166547143e-11       1.388378857195e-12      -4.134945866178e-12       0.000000000000e+00       6.732802302796e-16       6.052380449616e-18       1.889719370964e-17 
 1728       5.433444383046e-11       1.372449556321e-12      -4.101563137120e-12       0.000000000000e+00       6.717122150907e-16       6.195080610986e-18       1.859678262749e-17 
 1729       5.436470398764e-11       1.356720156212e-12      -4.067488543030e-12       0.000000000000e+00       6.701486948708e-16       6.340319781256e-18       1.829618614521e-17 
 1730       5.439238600582e-11       1.341196386245e-12      -4.032737605036e-12       0.000000000000e+00       6.685896515074e-16       6.487704833392e-18       1.799544129369e-17 
 1731       5.441742970085e-11       1.325883999572e-12      -3.997325923691e-12       0.000000000000e+00       6.670350667119e-16       6.636840794444e-18       1.769458527144e-17 
 1732       5.443977464128e-11       1.310788773151e-12      -3.961269179090e-12       0.000000000000e+00       6.654849220194e-16       6.787330842862e-18       1.739365544484e-17 
 1733       5.445936014798e-11       1.295916507781e-12      -3.924583130994e-12       0.000000000000e+00       6.639391987885e-16       6.938776305825e-18       1.709268934840e-17 
 1734       5.447612529382e-11       1.281273028132e-12      -3.887283618939e-12       0.000000000000e+00       6.623978782006e-16       7.090776656554e-18       1.679172468500e-17 
 1735       5.449000890332e-11       1.266864182780e-12      -3.849386562363e-12       0.000000000000e+00       6.608609412601e-16       7.242929511641e-18       1.649079932608e-17 
 1736       5.450095964353e-11       1.252695080253e-12      -3.810908349198e-12       0.000000000000e+00       6.593283701831e-16       7.394931686986e-18       1.618994859806e-17 
 1737       5.450896639038e-11       1.238767790060e-12      -3.771867005014e-12       0.000000000000e+00       6.578001525800e-16       7.546883302416e-18       1.588919711587e-17 
 1738       5.451402811757e-11       1.225083622351e-12      -3.732281033965e-12       0.000000000000e+00       6.562762773075e-16       7.698986234914e-18       1.558856688106e-17 
 1739       5.451614382870e-11       1.211643890144e-12      -3.692169031342e-12       0.000000000000e+00       6.547567330825e-16       7.851443293992e-18       1.528807998952e-17 
 1740       5.451531255726e-11       1.198449909334e-12      -3.651549683701e-12       0.000000000000e+00       6.532415084817e-16       8.004458223035e-18       1.498775863164e-17 
 1741       5.451153336674e-11       1.185502998690e-12      -3.610441769001e-12       0.000000000000e+00       6.517305919410e-16       8.158235700645e-18       1.468762509243e-17 
 1742       5.450480535067e-11       1.172804479857e-12      -3.568864156736e-12       0.000000000000e+00       6.502239717560e-16       8.312981341982e-18       1.438770175166e-17 
 1743       5.449512763268e-11       1.160355677366e-12      -3.526835808068e-12       0.000000000000e+00       6.487216360808e-16       8.468901700104e-18       1.408801108398e-17 
 1744       5.448249936656e-11       1.148157918627e-12      -3.484375775963e-12       0.000000000000e+00       6.472235729286e-16       8.626204267317e-18       1.378857565906e-17 
 1745       5.446691973632e-11       1.136212533939e-12      -3.441503205321e-12       0.000000000000e+00       6.457297701709e-16       8.785097476512e-18       1.348941814170e-17 
 1746       5.444838795626e-11       1.124520856487e-12      -3.398237333115e-12       0.000000000000e+00       6.442402155374e-16       8.945790702508e-18       1.319056129199e-17 
 1747       5.442690327099e-11       1.113084222350e-12      -3.354597488519e-12       0.000000000000e+00       6.427548966159e-16       9.108494263398e-18       1.289202796544e-17 
 1748       5.440246495555e-11       1.101903970499e-12      -3.310603093044e-12       0.000000000000e+00       6.412738008517e-16       9.273419421891e-18       1.259384111309e-17 
 1749       5.437507231542e-11       1.090981442800e-12      -3.266273660674e-12       0.000000000000e+00       6.397969155479e-16       9.440778386653e-18       1.229602378163e-17 
 1750       5.434472468659e-11       1.080317984021e-12      -3.221628797996e-12       0.000000000000e+00       6.383242278644e-16       9.610784313650e-18       1.199859911358e-17 
 1751       5.431142143565e-11       1.069914941828e-12      -3.176688204336e-12       0.000000000000e+00       6.368557248184e-16       9.783651307493e-18       1.170159034738e-17 
 1752       5.427516195980e-11       1.059773666793e-12      -3.131471671892e-12       0.000000000000e+00       6.353913932836e-16       9.959594422778e-18       1.140502081753e-17 
 1753       5.423594568694e-11       1.049895512394e-12      -3.085999085867e-12       0.000000000000e+00       6.339312199902e-16       1.013882966543e-17       1.110891395473e-17 
 1754       5.419377207574e-11       1.040281835017e-12      -3.040290424603e-12       0.000000000000e+00       6.324751915246e-16       1.032157399405e-17       1.081329328601e-17 
 1755       5.414864061565e-11       1.030933993960e-12      -2.994365759718e-12       0.000000000000e+00       6.310232943291e-16       1.050804532125e-17       1.051818243484e-17 
